time_stamp,pos_x,pos_y,pos_z,temp,label
2021-10-26 15:59:44,-1.0344799999999998,1.70498,9.33905,13.2,Sternal lying
2021-10-26 14:20:47,0.498083,3.78351,8.74518,12.6,Sternal lying
2021-10-26 14:10:44,1.159,3.3237400000000004,9.09001,12.6,Sternal lying
2021-10-26 14:02:06,-1.5613,1.70498,9.17622,12.6,Sternal lying
2021-10-26 14:21:26,1.12069,3.22796,8.67813,12.6,Sternal lying
2021-10-26 16:28:43,0.181992,-0.948273,9.79882,11.4,Sternal lying
2021-10-26 16:27:39,0.574711,2.33716,9.29116,11.4,Sternal lying
2021-10-26 16:31:05,-0.239463,2.50957,9.01338,11.4,Sternal lying
2021-10-26 14:24:08,0.64176,3.12259,8.77392,12.6,Stand up
2021-10-26 16:06:31,-2.49041,2.19348,8.821810000000001,11.4,Sternal lying
2021-10-26 15:49:43,-5.40228,0.574711,7.55745,13.2,Sternal lying
2021-10-26 15:07:53,-0.268198,3.94635,8.476980000000001,13.2,Stand up
2021-10-26 15:27:09,0.70881,2.54788,9.09959,13.2,Sternal lying
2021-10-26 13:19:52,-6.4176,3.29501,4.69347,12.1,Grazing
2021-10-26 15:02:07,-0.19157,2.81608,9.21453,13.2,Stand up
2021-10-26 15:04:45,0.105364,2.93102,9.04211,13.2,Stand up
2021-10-26 15:01:19,-0.498083,2.75861,9.10917,13.2,Stand up
2021-10-26 16:17:02,0.977008,2.10727,9.07085,11.4,Sternal lying
2021-10-26 16:37:04,-0.603446,2.99807,8.955910000000001,11.4,Stand up
2021-10-26 15:07:59,-0.277777,3.44826,8.97507,13.2,Stand up
2021-10-26 14:43:37,-2.92145,2.57662,8.294989999999999,12.6,Stand up
2021-10-26 15:41:06,-2.42336,1.7720200000000002,8.850539999999999,13.2,Sternal lying
2021-10-26 16:51:32,-1.04406,2.56704,10.5651,11.4,Walking
2021-10-26 13:11:10,-7.758589999999999,3.30459,4.75094,12.1,Grazing
2021-10-26 13:57:11,-4.2816,3.42911,7.48082,12.1,Stand up
2021-10-26 16:11:58,-2.48083,2.13601,8.888860000000001,11.4,Sternal lying
2021-10-26 15:55:59,-1.38888,2.89271,8.831389999999999,13.2,Sternal lying
2021-10-26 15:44:02,-2.86398,1.96359,8.92717,13.2,Sternal lying
2021-10-26 14:02:55,-2.59578,2.05938,8.5153,12.6,Sternal lying
2021-10-26 15:21:50,0.335248,2.37547,8.93675,13.2,Sternal lying
2021-10-26 16:36:47,-0.5842890000000001,3.00765,8.99422,11.4,Stand up
2021-10-26 15:03:34,-0.229884,2.62451,8.898439999999999,13.2,Stand up
2021-10-26 15:53:23,-2.27969,3.0747,8.62066,13.2,Sternal lying
2021-10-26 13:58:46,-1.6954,3.92719,8.09384,12.1,Stand up
2021-10-26 16:10:04,-2.27011,2.32758,8.7835,11.4,Sternal lying
2021-10-26 13:12:44,-7.04979,2.1743200000000003,3.86972,12.1,Grazing
2021-10-26 13:12:22,-7.27009,3.3429,1.97317,12.1,Grazing
2021-10-26 13:58:12,-1.71455,5.75669,7.13599,12.1,Stand up
2021-10-26 15:53:28,-2.21264,2.91187,8.697289999999999,13.2,Sternal lying
2021-10-26 16:35:43,-0.421455,2.91187,9.16664,11.4,Stand up
2021-10-26 15:45:50,-5.05746,-0.478926,7.873539999999999,13.2,Sternal lying
2021-10-26 15:08:05,-0.143678,3.24712,8.831389999999999,13.2,Stand up
2021-10-26 15:11:01,0.143678,3.23754,8.86012,13.2,Stand up
2021-10-26 14:30:20,0.718388,2.22221,9.15706,12.6,Stand up
2021-10-26 14:46:15,-0.747124,2.48083,9.10917,12.6,Stand up
2021-10-26 13:17:52,-2.56704,5.3927,7.4425,12.1,Grazing
2021-10-26 15:35:18,-4.1475,2.67241,8.31415,13.2,Sternal lying
2021-10-26 15:08:46,-0.277777,3.29501,8.93675,13.2,Stand up
2021-10-26 14:30:00,-0.287355,2.38505,8.965489999999999,12.6,Stand up
2021-10-26 16:12:19,-1.33141,1.95402,9.04211,11.4,Sternal lying
2021-10-26 15:07:02,-0.306512,2.83524,8.831389999999999,13.2,Stand up
2021-10-26 14:13:26,0.5842890000000001,2.55746,9.82755,12.6,Sternal lying
2021-10-26 13:31:53,-7.31798,2.9406,3.24712,12.1,Grazing
2021-10-26 14:45:29,-0.96743,2.88313,9.11874,12.6,Stand up
2021-10-26 14:11:06,1.16858,3.97508,8.71645,12.6,Sternal lying
2021-10-26 16:41:54,-2.95976,1.6666599999999998,9.41568,11.4,Stand up
2021-10-26 16:31:13,0.545975,0.421455,10.067,11.4,Sternal lying
2021-10-26 13:21:25,-7.365880000000001,2.52873,7.9789,12.1,Grazing
2021-10-26 15:51:57,-2.04022,2.73945,8.30457,13.2,Sternal lying
2021-10-26 16:50:19,-8.35246,4.31033,8.7835,11.4,Walking
2021-10-26 16:40:03,-4.5019,2.97892,7.4904,11.4,Stand up
2021-10-26 16:22:13,-0.00957851,2.8544,8.84097,11.4,Sternal lying
2021-10-26 14:21:50,0.814174,2.21264,9.50188,12.6,Sternal lying
2021-10-26 14:31:38,-2.05938,2.57662,8.74518,12.6,Stand up
2021-10-26 13:16:23,-6.293080000000001,2.93102,4.03255,12.1,Grazing
2021-10-26 15:50:45,-2.20306,2.9406,8.697289999999999,13.2,Sternal lying
2021-10-26 13:12:06,-6.60917,2.66283,2.59578,12.1,Grazing
2021-10-26 13:29:52,-8.400360000000001,1.96359,3.37164,12.1,Grazing
2021-10-26 14:44:08,-0.8908020000000001,3.08428,8.917589999999999,12.6,Stand up
2021-10-26 16:13:53,-3.3429,2.22221,8.90802,11.4,Sternal lying
2021-10-26 15:15:48,0.804595,2.26053,9.10917,13.2,Sternal lying
2021-10-26 15:10:08,-0.210727,2.97892,9.23368,13.2,Stand up
2021-10-26 14:13:03,0.306512,3.95593,8.79308,12.6,Sternal lying
2021-10-26 14:44:43,-0.929116,4.070869999999999,9.08043,12.6,Stand up
2021-10-26 14:29:09,-0.603446,2.26053,9.12832,12.6,Stand up
2021-10-26 14:01:24,-3.91761,1.47509,8.189630000000001,12.6,Sternal lying
2021-10-26 15:45:59,-5.11493,-0.5938680000000001,7.8448,13.2,Sternal lying
2021-10-26 16:56:46,1.90612,-2.82566,5.65132,11.4,Walking
2021-10-26 16:13:07,-0.239463,1.92528,9.36779,11.4,Sternal lying
2021-10-26 16:53:55,0.526818,3.3524800000000003,7.040210000000001,11.4,Walking
2021-10-26 13:30:19,-7.720280000000001,2.35631,3.82183,12.1,Grazing
2021-10-26 15:26:22,0.143678,2.1839,9.4061,13.2,Sternal lying
2021-10-26 14:24:02,0.411876,2.99807,9.02296,12.6,Stand up
2021-10-26 14:02:11,-1.5134,1.98275,9.14748,12.6,Sternal lying
2021-10-26 14:09:04,1.39846,3.3237400000000004,8.80265,12.6,Sternal lying
2021-10-26 13:14:20,-6.54212,2.46168,5.59385,12.1,Grazing
2021-10-26 15:39:26,-3.11302,-1.16858,8.94633,13.2,Sternal lying
2021-10-26 15:42:27,-3.17049,1.7720200000000002,8.79308,13.2,Sternal lying
2021-10-26 13:18:25,-8.649389999999999,2.13601,1.23563,12.1,Grazing
2021-10-26 14:44:53,-1.18774,2.78735,9.19537,12.6,Stand up
2021-10-26 13:28:22,-6.52297,3.10344,5.24903,12.1,Grazing
2021-10-26 16:15:34,0.565132,2.02107,9.4061,11.4,Sternal lying
2021-10-26 15:15:25,0.2490409999999999,2.73945,9.14748,13.2,Sternal lying
2021-10-26 16:37:43,-2.03064,3.8793,8.23752,11.4,Stand up
2021-10-26 15:23:47,0.229884,2.62451,9.17622,13.2,Sternal lying
2021-10-26 14:39:27,-0.680074,2.06896,9.39652,12.6,Stand up
2021-10-26 15:33:01,-2.28926,2.69156,8.71645,13.2,Sternal lying
2021-10-26 15:57:08,-1.93486,1.83907,8.79308,13.2,Sternal lying
2021-10-26 14:34:56,0.392719,3.1896400000000003,8.850539999999999,12.6,Stand up
2021-10-26 15:55:35,-1.28352,2.65325,9.09001,13.2,Sternal lying
2021-10-26 15:04:53,0.00957851,3.00765,9.05169,13.2,Stand up
2021-10-26 14:59:13,-0.680074,2.88313,8.71645,12.6,Stand up
2021-10-26 14:48:41,-0.670496,3.0651200000000003,8.965489999999999,12.6,Stand up
2021-10-26 13:13:50,-7.00189,4.75094,6.31224,12.1,Grazing
2021-10-26 15:39:27,-3.11302,-1.06321,9.0038,13.2,Sternal lying
2021-10-26 14:04:15,-3.5536300000000005,2.16474,8.41951,12.6,Sternal lying
2021-10-26 15:02:32,-0.459769,2.76819,9.46357,13.2,Stand up
2021-10-26 14:20:32,-2.22221,2.41378,8.476980000000001,12.6,Sternal lying
2021-10-26 16:34:17,-2.48083,2.1839,8.821810000000001,11.4,Stand up
2021-10-26 15:51:11,-1.5708799999999998,3.15133,8.63982,13.2,Sternal lying
2021-10-26 15:16:25,0.785438,2.30842,9.19537,13.2,Sternal lying
2021-10-26 14:24:28,-2.10727,4.22412,7.09768,12.6,Stand up
2021-10-26 14:30:27,-0.0,3.840980000000001,8.630239999999999,12.6,Stand up
2021-10-26 16:01:50,-1.6666599999999998,2.48083,9.02296,11.4,Sternal lying
2021-10-26 15:50:44,-1.79118,2.9406,8.764339999999999,13.2,Sternal lying
2021-10-26 15:05:55,-0.0766281,3.08428,9.08043,13.2,Stand up
2021-10-26 16:29:06,-0.938694,1.47509,9.42525,11.4,Sternal lying
2021-10-26 15:10:04,-0.181992,3.4195300000000004,8.86012,13.2,Stand up
2021-10-26 15:24:03,0.143678,1.60919,9.45399,13.2,Sternal lying
2021-10-26 16:50:02,1.4846700000000002,1.55172,6.54212,11.4,Walking
2021-10-26 14:04:59,-3.42911,0.4022969999999999,8.80265,12.6,Sternal lying
2021-10-26 13:31:00,-6.64749,3.94635,4.60726,12.1,Grazing
2021-10-26 13:10:45,-7.98848,2.71072,5.7087900000000005,12.1,Grazing
2021-10-26 15:29:09,0.488504,2.68198,9.07085,13.2,Sternal lying
2021-10-26 15:47:25,-4.92336,0.727967,7.69155,13.2,Sternal lying
2021-10-26 14:54:35,0.632182,2.49041,9.32947,12.6,Stand up
2021-10-26 15:10:44,-0.143678,2.87355,9.17622,13.2,Stand up
2021-10-26 15:07:10,0.00957851,3.0651200000000003,8.764339999999999,13.2,Stand up
2021-10-26 16:21:03,-1.10153,3.3429,8.630239999999999,11.4,Sternal lying
2021-10-26 14:46:38,-1.13026,2.50957,9.272,12.6,Stand up
2021-10-26 15:00:29,-0.747124,2.95018,8.98465,13.2,Stand up
2021-10-26 16:41:50,-1.76245,1.2931,9.06127,11.4,Stand up
2021-10-26 16:00:17,-1.09195,2.20306,9.24326,11.4,Sternal lying
2021-10-26 16:12:19,-1.31226,1.9157,9.11874,11.4,Sternal lying
2021-10-26 16:24:19,0.804595,2.53831,8.850539999999999,11.4,Sternal lying
2021-10-26 15:08:22,-0.0287355,2.97892,9.23368,13.2,Stand up
2021-10-26 14:05:53,-0.64176,2.10727,9.59767,12.6,Sternal lying
2021-10-26 15:51:55,-1.23563,3.17049,8.8697,13.2,Sternal lying
2021-10-26 14:54:33,0.5172399999999999,2.53831,8.97507,12.6,Stand up
2021-10-26 16:00:28,-0.977008,2.10727,9.28158,11.4,Sternal lying
2021-10-26 14:39:33,-0.344826,2.00191,9.30074,12.6,Stand up
2021-10-26 16:04:01,-1.2931,2.61493,9.0038,11.4,Sternal lying
2021-10-26 16:37:58,-9.49231,3.5057400000000003,2.4329400000000003,11.4,Stand up
2021-10-26 15:55:49,-1.2931,2.9406,8.611080000000001,13.2,Sternal lying
2021-10-26 14:51:40,0.5076609999999999,3.58236,8.66855,12.6,Stand up
2021-10-26 15:21:10,0.45019,2.11685,9.33905,13.2,Sternal lying
2021-10-26 15:21:32,0.392719,2.29884,9.07085,13.2,Sternal lying
2021-10-26 13:20:29,-7.279669999999999,3.14175,5.7758400000000005,12.1,Grazing
2021-10-26 15:01:03,-1.47509,3.29501,9.39652,13.2,Stand up
2021-10-26 15:51:18,-1.47509,3.10344,9.05169,13.2,Sternal lying
2021-10-26 13:19:26,-4.48274,2.8544,5.53638,12.1,Grazing
2021-10-26 14:12:52,-0.201149,0.977008,8.189630000000001,12.6,Sternal lying
2021-10-26 15:51:05,-1.59961,2.97892,8.7356,13.2,Sternal lying
2021-10-26 14:47:40,-0.613025,3.30459,8.7356,12.6,Stand up
2021-10-26 15:54:22,-2.69156,2.50957,8.649389999999999,13.2,Sternal lying
2021-10-26 15:10:17,-0.2586199999999999,2.87355,9.1379,13.2,Stand up
2021-10-26 16:56:10,2.71072,3.67815,5.90036,11.4,Walking
2021-10-26 15:13:39,0.38314,2.318,9.23368,13.2,Sternal lying
2021-10-26 14:48:18,-1.4846700000000002,3.16091,8.72602,12.6,Stand up
2021-10-26 16:22:58,0.699231,2.8544,9.272,11.4,Sternal lying
2021-10-26 14:34:47,-0.229884,2.68198,9.03254,12.6,Stand up
2021-10-26 16:06:05,-2.42336,1.73371,8.898439999999999,11.4,Sternal lying
2021-10-26 15:31:39,-3.19922,2.9022900000000003,8.23752,13.2,Sternal lying
2021-10-26 14:22:12,0.565132,3.01723,8.8697,12.6,Sternal lying
2021-10-26 14:58:29,0.114942,2.93102,9.0038,12.6,Stand up
2021-10-26 14:02:12,-1.7720200000000002,1.5900299999999998,9.34863,12.6,Sternal lying
2021-10-26 15:49:04,-5.32565,0.622603,7.567019999999999,13.2,Sternal lying
2021-10-26 15:12:28,0.38314,2.1455900000000003,9.17622,13.2,Sternal lying
2021-10-26 14:46:03,-0.545975,2.91187,8.99422,12.6,Stand up
2021-10-26 13:06:26,-6.005730000000001,2.48083,4.17623,12.1,Grazing
2021-10-26 16:35:03,-2.0498,1.96359,8.86012,11.4,Stand up
2021-10-26 14:09:47,0.440612,3.91761,8.5153,12.6,Sternal lying
2021-10-26 14:31:55,3.4865800000000005,3.49616,7.940589999999999,12.6,Stand up
2021-10-26 15:44:24,-4.71263,-0.277777,7.66281,13.2,Sternal lying
2021-10-26 13:33:33,-6.25477,2.12643,3.63026,12.1,Grazing
2021-10-26 16:23:15,0.795017,2.54788,9.15706,11.4,Sternal lying
2021-10-26 15:57:56,-3.31417,2.8544,7.45208,13.2,Sternal lying
2021-10-26 16:37:07,-0.5842890000000001,3.17049,8.8697,11.4,Stand up
2021-10-26 13:19:20,-7.28925,4.15707,7.346719999999999,12.1,Grazing
2021-10-26 14:18:20,1.19731,3.60152,8.275830000000001,12.6,Sternal lying
2021-10-26 13:30:04,-1.24521,6.40802,6.31224,12.1,Grazing
2021-10-26 14:27:26,0.8524879999999999,2.50957,9.0038,12.6,Stand up
2021-10-26 13:31:43,-8.362039999999999,1.87739,4.645580000000001,12.1,Grazing
2021-10-26 13:15:21,-6.74327,2.1839,4.68389,12.1,Grazing
2021-10-26 13:15:56,-6.36971,2.39463,6.37929,12.1,Grazing
2021-10-26 16:39:30,-1.08237,2.83524,9.18579,11.4,Stand up
2021-10-26 14:31:07,1.95402,2.92145,8.764339999999999,12.6,Stand up
2021-10-26 16:56:30,-5.75669,4.74136,11.2547,11.4,Walking
2021-10-26 16:51:08,-2.92145,3.840980000000001,6.973160000000001,11.4,Walking
2021-10-26 14:15:17,-2.24137,4.358219999999999,8.21836,12.6,Sternal lying
2021-10-26 16:32:03,-3.79309,3.16091,7.8448,11.4,Stand up
2021-10-26 13:29:37,-7.8448,2.22221,4.84673,12.1,Grazing
2021-10-26 16:03:25,-1.11111,2.4521,8.94633,11.4,Sternal lying
2021-10-26 14:20:35,-1.0249,2.22221,8.97507,12.6,Sternal lying
2021-10-26 15:21:59,0.143678,2.05938,9.22411,13.2,Sternal lying
2021-10-26 14:43:41,-1.22605,3.7452,8.65897,12.6,Stand up
2021-10-26 14:04:27,-3.81225,-0.0,8.70687,12.6,Sternal lying
2021-10-26 16:41:48,-0.70881,1.45593,8.99422,11.4,Stand up
2021-10-26 14:32:44,2.0785400000000003,1.6954,9.17622,12.6,Stand up
2021-10-26 14:01:14,0.996165,2.5862,9.75093,12.6,Sternal lying
2021-10-26 13:06:14,-5.89079,3.76436,4.94251,12.1,Grazing
2021-10-26 16:39:48,-5.29692,2.59578,7.1743,11.4,Stand up
2021-10-26 15:38:50,-3.23754,-0.5842890000000001,9.17622,13.2,Sternal lying
2021-10-26 14:47:59,-1.5708799999999998,2.93102,8.33331,12.6,Stand up
2021-10-26 16:32:18,-1.7528700000000002,2.3658900000000003,9.0038,11.4,Stand up
2021-10-26 13:08:19,-7.50955,2.04022,3.43869,12.1,Grazing
2021-10-26 16:01:26,-2.00191,2.48083,8.48656,11.4,Sternal lying
2021-10-26 16:22:47,0.411876,2.47126,9.08043,11.4,Sternal lying
2021-10-26 14:15:17,-1.61877,3.89845,8.09384,12.6,Sternal lying
2021-10-26 16:16:59,0.8333309999999999,2.06896,9.11874,11.4,Sternal lying
2021-10-26 14:27:44,0.105364,2.57662,9.16664,12.6,Stand up
2021-10-26 13:08:30,-6.10151,1.94444,6.93484,12.1,Grazing
2021-10-26 15:56:04,-1.3218299999999998,2.92145,9.05169,13.2,Sternal lying
2021-10-26 15:57:26,-2.7203,1.79118,8.898439999999999,13.2,Sternal lying
2021-10-26 15:03:19,-0.622603,2.97892,8.850539999999999,13.2,Stand up
2021-10-26 15:06:29,0.0574711,2.99807,9.06127,13.2,Stand up
2021-10-26 16:27:54,1.14942,2.13601,9.42525,11.4,Sternal lying
2021-10-26 16:30:42,0.296934,2.09769,9.37736,11.4,Sternal lying
2021-10-26 15:01:56,0.373562,2.84482,8.93675,13.2,Stand up
2021-10-26 16:01:31,-1.89655,2.47126,8.850539999999999,11.4,Sternal lying
2021-10-26 14:19:49,0.785438,3.81225,8.697289999999999,12.6,Sternal lying
2021-10-26 13:24:59,-8.687710000000001,1.7816,3.70688,12.1,Grazing
2021-10-26 15:01:24,-0.296934,2.87355,9.08043,13.2,Stand up
2021-10-26 15:23:18,1.81034,2.38505,9.28158,13.2,Sternal lying
2021-10-26 15:22:59,0.325669,2.05938,9.26242,13.2,Sternal lying
2021-10-26 15:50:53,-1.72413,3.14175,9.02296,13.2,Sternal lying
2021-10-26 13:58:34,-0.5172399999999999,3.39079,8.850539999999999,12.1,Stand up
2021-10-26 13:13:46,-7.2222,2.22221,4.67431,12.1,Grazing
2021-10-26 15:02:00,-0.210727,2.67241,9.49231,13.2,Stand up
2021-10-26 14:57:49,-0.0574711,2.84482,9.07085,12.6,Stand up
2021-10-26 14:47:39,-0.699231,2.87355,9.28158,12.6,Stand up
2021-10-26 16:37:18,-0.881223,2.66283,9.11874,11.4,Stand up
2021-10-26 15:37:21,-1.22605,2.27011,8.97507,13.2,Sternal lying
2021-10-26 16:35:55,-0.354405,2.79693,9.15706,11.4,Stand up
2021-10-26 13:31:49,-9.30074,2.30842,1.45593,12.1,Grazing
2021-10-26 13:28:28,-8.35246,3.19922,4.55937,12.1,Grazing
2021-10-26 14:55:45,0.114942,3.27585,8.965489999999999,12.6,Stand up
2021-10-26 15:05:04,-0.632182,2.60536,9.07085,13.2,Stand up
2021-10-26 13:30:40,-6.67622,3.27585,3.60152,12.1,Grazing
2021-10-26 14:16:53,0.0957851,2.24137,9.53062,12.6,Sternal lying
2021-10-26 16:50:19,2.59578,1.76245,14.2624,11.4,Walking
2021-10-26 14:17:14,-1.2164700000000002,3.81225,8.53445,12.6,Sternal lying
2021-10-26 15:48:46,-5.23945,0.5076609999999999,7.758589999999999,13.2,Sternal lying
2021-10-26 16:00:02,-1.09195,2.19348,9.272,11.4,Sternal lying
2021-10-26 15:51:02,-1.81992,3.01723,8.7356,13.2,Sternal lying
2021-10-26 13:28:14,-5.91952,2.44252,0.7567020000000001,12.1,Grazing
2021-10-26 16:29:19,-0.8908020000000001,1.65708,9.53062,11.4,Sternal lying
2021-10-26 15:11:01,0.0287355,3.27585,8.65897,13.2,Stand up
2021-10-26 16:50:35,-0.0862066,4.16665,6.75285,11.4,Walking
2021-10-26 15:24:23,0.440612,2.25095,9.51146,13.2,Sternal lying
2021-10-26 14:58:24,0.0574711,2.9022900000000003,9.20495,12.6,Stand up
2021-10-26 15:47:28,-4.9904,0.823752,8.08426,13.2,Sternal lying
2021-10-26 14:51:11,0.153256,3.51531,8.754760000000001,12.6,Stand up
2021-10-26 15:13:25,0.373562,2.11685,9.25284,13.2,Sternal lying
2021-10-26 14:44:30,-0.660917,2.8544,9.02296,12.6,Stand up
2021-10-26 16:49:59,-2.40421,4.55937,6.8199,11.4,Walking
2021-10-26 13:11:07,-8.122580000000001,2.26053,4.2337,12.1,Grazing
2021-10-26 14:11:36,-0.1628349999999999,3.58236,8.43867,12.6,Sternal lying
2021-10-26 14:18:19,0.498083,3.8314,9.32947,12.6,Sternal lying
2021-10-26 15:04:13,0.239463,2.74903,9.18579,13.2,Stand up
2021-10-26 13:58:19,-0.8908020000000001,3.40995,8.37162,12.1,Stand up
2021-10-26 13:07:41,-1.99233,3.53447,8.98465,12.1,Grazing
2021-10-26 15:49:40,-5.3927,0.660917,7.6245,13.2,Sternal lying
2021-10-26 16:59:07,2.46168,3.0651200000000003,3.08428,11.4,Walking
2021-10-26 16:39:23,-1.3026799999999998,2.91187,9.08043,11.4,Stand up
2021-10-26 15:03:25,-0.526818,3.43869,8.821810000000001,13.2,Stand up
2021-10-26 14:30:47,0.8333309999999999,2.68198,8.98465,12.6,Stand up
2021-10-26 14:39:57,-0.363984,2.54788,9.02296,12.6,Stand up
2021-10-26 14:49:42,-3.92719,3.05555,7.605339999999999,12.6,Stand up
2021-10-26 14:59:51,0.229884,2.95018,8.93675,12.6,Stand up
2021-10-26 14:04:32,-3.39079,0.77586,8.850539999999999,12.6,Sternal lying
2021-10-26 14:52:21,0.948273,3.76436,8.601510000000001,12.6,Stand up
2021-10-26 16:32:43,-4.25286,2.86398,7.91185,11.4,Stand up
2021-10-26 13:09:49,-6.78159,3.02681,4.932930000000001,12.1,Grazing
2021-10-26 14:59:49,0.181992,2.9885,9.08043,12.6,Stand up
2021-10-26 15:24:50,0.459769,2.32758,9.20495,13.2,Sternal lying
2021-10-26 14:01:23,-3.840980000000001,1.54214,8.15131,12.6,Sternal lying
2021-10-26 15:48:38,-5.15324,0.766281,7.92143,13.2,Sternal lying
2021-10-26 14:34:47,-0.287355,2.52873,8.74518,12.6,Stand up
2021-10-26 13:25:51,-7.63408,2.78735,3.73562,12.1,Grazing
2021-10-26 14:48:34,-0.881223,3.04597,8.87928,12.6,Stand up
2021-10-26 15:39:04,-3.3237400000000004,-0.862066,8.87928,13.2,Sternal lying
2021-10-26 14:31:04,1.81992,2.9693400000000003,8.80265,12.6,Stand up
2021-10-26 15:23:00,0.670496,1.83907,9.28158,13.2,Sternal lying
2021-10-26 16:30:04,0.0957851,2.1743200000000003,9.16664,11.4,Sternal lying
2021-10-26 16:38:30,-1.79118,3.01723,8.53445,11.4,Stand up
2021-10-26 14:05:04,-3.40037,0.536397,8.43867,12.6,Sternal lying
2021-10-26 14:56:26,0.0287355,2.44252,9.14748,12.6,Stand up
2021-10-26 14:49:07,-0.536397,2.91187,8.97507,12.6,Stand up
2021-10-26 15:21:49,0.38314,2.52873,9.24326,13.2,Sternal lying
2021-10-26 15:39:48,-2.9885,-1.04406,8.98465,13.2,Sternal lying
2021-10-26 16:12:16,-1.3218299999999998,1.98275,9.21453,11.4,Sternal lying
2021-10-26 14:48:59,-0.2586199999999999,3.91761,8.74518,12.6,Stand up
2021-10-26 13:18:32,-6.88695,1.55172,2.64367,12.1,Grazing
2021-10-26 16:16:32,1.09195,1.81034,9.69345,11.4,Sternal lying
2021-10-26 14:44:28,-0.689653,2.73945,9.01338,12.6,Stand up
2021-10-26 15:52:11,-3.5536300000000005,2.44252,7.806489999999999,13.2,Sternal lying
2021-10-26 17:00:14,1.45593,-1.06321,3.69731,9.6,Walking
2021-10-26 15:10:17,-0.2490409999999999,3.09386,8.87928,13.2,Stand up
2021-10-26 16:37:42,-2.04022,3.94635,8.23752,11.4,Stand up
2021-10-26 14:31:45,3.53447,3.95593,7.86396,12.6,Stand up
